Airline,Source,Destination,Additional_Info_upd,Duration_mins,Total_Stops_upd,Price
Air India,Banglore,Delhi,0,165,0,5228
Jet Airways,Kolkata,Banglore,0,1520,1,11467
Vistara,Banglore,Delhi,0,170,0,4668
IndiGo,Banglore,Delhi,0,180,0,4591
IndiGo,Banglore,Delhi,0,180,0,3943
Air India,Banglore,Delhi,0,165,0,5228
Jet Airways,Delhi,Cochin,0,995,1,12242
Air India,Delhi,Cochin,0,1580,2,11185
IndiGo,Delhi,Cochin,0,975,1,6573
Jet Airways,Kolkata,Banglore,0,365,1,14781
Air India,Kolkata,Banglore,0,970,2,14960
IndiGo,Chennai,Kolkata,0,145,0,4332
Air Asia,Banglore,New Delhi,0,170,0,7652
Jet Airways,Kolkata,Banglore,0,690,1,14151
SpiceJet,Banglore,Delhi,1,170,0,4319
Jet Airways,Delhi,Cochin,0,1420,2,10929
Air India,Kolkata,Banglore,0,1620,2,11491
IndiGo,Delhi,Cochin,0,195,0,6015
Jet Airways,Kolkata,Banglore,0,690,1,12692
Air Asia,Kolkata,Banglore,0,150,0,4384
IndiGo,Banglore,Delhi,0,165,0,3943
Jet Airways,Delhi,Cochin,1,600,1,12373
Jet Airways,Banglore,New Delhi,0,315,1,19225
Jet Airways,Delhi,Cochin,1,1385,1,14053
Air India,Banglore,Delhi,0,170,0,5911
Multiple carriers,Delhi,Cochin,0,740,1,10877
Jet Airways,Kolkata,Banglore,1,585,1,7757
IndiGo,Delhi,Cochin,0,515,1,6558
IndiGo,Kolkata,Banglore,0,165,0,4804
Jet Airways,Mumbai,Hyderabad,0,90,0,5678
Jet Airways,Delhi,Cochin,1,1105,1,12373
Jet Airways,Banglore,Delhi,1,165,0,5198
IndiGo,Kolkata,Banglore,0,150,0,6064
Jet Airways,Delhi,Cochin,0,395,1,15029
Jet Airways,Delhi,Cochin,0,810,2,10909
Multiple carriers,Delhi,Cochin,0,665,1,18492
Jet Airways,Delhi,Cochin,1,1570,1,10262
Jet Airways,Kolkata,Banglore,0,345,1,8781
IndiGo,Delhi,Cochin,0,455,1,6442
Jet Airways,Mumbai,Hyderabad,0,405,1,20120
Vistara,Banglore,Delhi,0,165,0,4878
Jet Airways,Banglore,New Delhi,0,760,1,16736
SpiceJet,Kolkata,Banglore,0,435,1,9630
Vistara,Kolkata,Banglore,0,700,1,8610
Vistara,Chennai,Kolkata,0,135,0,3687
Vistara,Kolkata,Banglore,0,765,1,8452
IndiGo,Banglore,Delhi,0,170,0,3943
IndiGo,Mumbai,Hyderabad,0,85,0,3342
Jet Airways,Kolkata,Banglore,0,1080,1,13067
Vistara,Banglore,Delhi,0,165,0,4878
Jet Airways,Kolkata,Banglore,0,775,1,14388
Jet Airways,Delhi,Cochin,0,900,2,16704
Air India,Mumbai,Hyderabad,0,75,0,3100
Air India,Banglore,New Delhi,0,1480,3,13387
IndiGo,Mumbai,Hyderabad,0,90,0,4049
Jet Airways,Delhi,Cochin,1,810,2,13029
SpiceJet,Banglore,Delhi,1,175,0,3919
IndiGo,Chennai,Kolkata,0,145,0,3850
Air India,Delhi,Cochin,0,1210,2,8839
Jet Airways,Kolkata,Banglore,1,730,1,7064
Jet Airways,Kolkata,Banglore,0,735,1,13941
Air India,Kolkata,Banglore,0,1470,3,13007
Jet Airways,Kolkata,Banglore,0,510,1,14781
Jet Airways,Mumbai,Hyderabad,1,90,0,2071
Jet Airways,Delhi,Cochin,1,195,0,4256
Vistara,Banglore,New Delhi,0,155,0,7923
Air Asia,Kolkata,Banglore,0,150,0,3782
Jet Airways,Kolkata,Banglore,1,800,1,12384
Multiple carriers,Delhi,Cochin,1,935,1,8565
IndiGo,Delhi,Cochin,0,300,1,6232
IndiGo,Banglore,New Delhi,0,170,0,4777
Air India,Kolkata,Banglore,0,155,0,4145
Air Asia,Kolkata,Banglore,0,720,1,5192
Air India,Delhi,Cochin,0,170,0,4729
IndiGo,Delhi,Cochin,0,860,1,6093
Air India,Kolkata,Banglore,0,545,1,8891
Jet Airways,Delhi,Cochin,0,745,1,12242
Jet Airways,Kolkata,Banglore,0,1500,1,11467
Jet Airways,Kolkata,Banglore,0,730,1,14781
Multiple carriers,Delhi,Cochin,0,720,1,10197
Jet Airways,Banglore,New Delhi,0,725,1,17261
Air India,Delhi,Cochin,0,765,1,7480
IndiGo,Kolkata,Banglore,0,155,0,4804
SpiceJet,Kolkata,Banglore,1,145,0,4439
Jet Airways,Delhi,Cochin,1,1375,2,10368
SpiceJet,Delhi,Cochin,0,310,1,6065
Jet Airways,Kolkata,Banglore,1,585,1,8586
IndiGo,Delhi,Cochin,0,185,0,5406
Jet Airways,Delhi,Cochin,1,600,2,12142
Jet Airways,Delhi,Cochin,0,620,1,14714
Jet Airways,Delhi,Cochin,1,1570,1,10262
Air India,Banglore,New Delhi,0,725,1,15434
Air India,Kolkata,Banglore,0,1390,2,10676
IndiGo,Kolkata,Banglore,0,155,0,4804
Jet Airways,Delhi,Cochin,0,1025,2,13014
IndiGo,Banglore,Delhi,0,170,0,3943
Air India,Mumbai,Hyderabad,0,990,2,9678
Jet Airways,Kolkata,Banglore,0,685,1,14781
Multiple carriers,Delhi,Cochin,0,600,1,10197
Air India,Delhi,Cochin,0,800,2,10861
Jet Airways,Kolkata,Banglore,1,450,1,10844
Air India,Delhi,Cochin,0,965,1,7480
IndiGo,Delhi,Cochin,0,500,1,5684
Jet Airways,Delhi,Cochin,0,1620,1,14714
Jet Airways,Kolkata,Banglore,1,505,1,9314
Air India,Kolkata,Banglore,0,155,0,4435
Multiple carriers,Delhi,Cochin,0,690,1,11789
SpiceJet,Banglore,Delhi,1,175,0,3919
Jet Airways,Banglore,Delhi,1,175,0,5198
SpiceJet,Banglore,New Delhi,1,170,0,4273
Vistara,Kolkata,Banglore,0,1550,1,8820
IndiGo,Mumbai,Hyderabad,0,90,0,2754
Vistara,Kolkata,Banglore,0,1625,1,8085
Jet Airways,Kolkata,Banglore,1,1480,1,10539
Jet Airways,Kolkata,Banglore,0,750,1,14676
Jet Airways,Delhi,Cochin,1,1570,1,6017
Jet Airways,Banglore,Delhi,1,185,0,4544
Trujet,Mumbai,Hyderabad,0,195,1,4140
Jet Airways,Banglore,Delhi,0,175,0,7229
Air India,Delhi,Cochin,0,1275,2,16373
Air India,Kolkata,Banglore,0,1045,2,10991
Jet Airways,Kolkata,Banglore,1,1315,1,9663
Air India,Banglore,New Delhi,1,1520,1,14305
Air Asia,Delhi,Cochin,0,865,1,6752
Jet Airways,Kolkata,Banglore,1,1010,1,8529
IndiGo,Delhi,Cochin,0,195,0,4729
Multiple carriers,Delhi,Cochin,0,735,1,7670
Jet Airways,Mumbai,Hyderabad,1,90,0,4995
Jet Airways,Banglore,Delhi,0,180,0,7229
IndiGo,Banglore,Delhi,0,175,0,4823
Air Asia,Kolkata,Banglore,0,150,0,3782
Jet Airways,Delhi,Cochin,1,1485,1,12898
SpiceJet,Kolkata,Banglore,1,140,0,3841
Multiple carriers,Delhi,Cochin,0,505,1,9627
Jet Airways,Kolkata,Banglore,0,890,1,14571
IndiGo,Kolkata,Banglore,0,155,0,6985
Jet Airways,Mumbai,Hyderabad,0,85,0,8040
IndiGo,Kolkata,Banglore,0,155,0,4804
Multiple carriers,Delhi,Cochin,0,845,1,10678
Jet Airways,Kolkata,Banglore,0,1515,1,14231
Jet Airways,Kolkata,Banglore,1,1220,1,8529
Air India,Delhi,Cochin,0,500,2,11753
Jet Airways,Delhi,Cochin,0,1760,2,16704
Jet Airways,Kolkata,Banglore,0,585,1,13374
Air India,Mumbai,Hyderabad,0,80,0,3625
Jet Airways,Delhi,Cochin,0,1620,1,16079
Jet Airways,Delhi,Cochin,1,940,1,10262
Jet Airways,Kolkata,Banglore,1,330,1,9663
Multiple carriers,Delhi,Cochin,0,450,1,9595
IndiGo,Kolkata,Banglore,0,155,0,4804
Air India,Kolkata,Banglore,0,1165,2,12744
Air India,Banglore,Delhi,0,170,0,6961
Jet Airways,Kolkata,Banglore,1,875,1,9663
Multiple carriers,Delhi,Cochin,0,520,1,7575
Air India,Banglore,New Delhi,0,925,2,13355
Air India,Kolkata,Banglore,0,1700,2,12592
Air India,Mumbai,Hyderabad,0,90,0,3625
Jet Airways,Delhi,Cochin,1,805,1,10262
Air India,Delhi,Cochin,0,1410,2,9443
Air India,Delhi,Cochin,0,635,1,18959
IndiGo,Mumbai,Hyderabad,0,85,0,4784
Air India,Kolkata,Banglore,0,1110,1,7893
Air India,Delhi,Cochin,0,1490,2,14431
Jet Airways Business,Banglore,New Delhi,1,340,1,79512
Jet Airways,Mumbai,Hyderabad,1,90,0,3210
Multiple carriers,Delhi,Cochin,0,900,1,13677
Air India,Delhi,Cochin,0,1640,1,7480
Air India,Delhi,Cochin,0,760,1,8372
Jet Airways,Delhi,Cochin,0,1380,2,11664
Air India,Banglore,Delhi,0,165,0,6961
Air India,Banglore,Delhi,0,165,0,6121
Air India,Banglore,Delhi,0,165,0,5911
GoAir,Banglore,Delhi,0,170,0,3398
Multiple carriers,Delhi,Cochin,0,390,1,7530
GoAir,Banglore,Delhi,0,165,0,3419
Vistara,Banglore,New Delhi,0,175,0,6558
Air India,Kolkata,Banglore,0,1435,1,10203
Jet Airways,Banglore,New Delhi,1,1525,1,11087
SpiceJet,Banglore,New Delhi,0,170,0,5575
Air Asia,Delhi,Cochin,0,870,1,6152
Jet Airways,Kolkata,Banglore,1,435,1,5608
Jet Airways,Banglore,New Delhi,0,1365,1,17261
Jet Airways,Delhi,Cochin,0,1615,2,15129
GoAir,Banglore,Delhi,0,165,0,3419
IndiGo,Delhi,Cochin,0,285,1,6218
Jet Airways,Delhi,Cochin,0,620,1,14714
Multiple carriers,Delhi,Cochin,0,465,1,14848
Jet Airways,Kolkata,Banglore,0,435,1,9358
Air India,Kolkata,Banglore,0,1350,1,8366
Multiple carriers,Delhi,Cochin,1,465,1,15342
Jet Airways,Mumbai,Hyderabad,0,80,0,5678
IndiGo,Kolkata,Banglore,0,155,0,4804
Jet Airways,Kolkata,Banglore,0,475,1,14571
Jet Airways,Kolkata,Banglore,0,740,1,12681
Jet Airways,Banglore,New Delhi,0,780,1,17261
Vistara,Kolkata,Banglore,0,1065,1,9922
Jet Airways,Kolkata,Banglore,1,1025,1,10844
SpiceJet,Banglore,Delhi,0,160,0,4423
IndiGo,Banglore,Delhi,0,165,0,3419
Jet Airways,Delhi,Cochin,0,335,1,14714
Jet Airways,Banglore,New Delhi,1,340,1,11087
IndiGo,Delhi,Cochin,0,570,1,6316
SpiceJet,Chennai,Kolkata,1,135,0,3543
Jet Airways,Kolkata,Banglore,0,1025,1,14571
Jet Airways,Kolkata,Banglore,0,505,1,14676
Jet Airways,Banglore,New Delhi,0,995,1,17261
Jet Airways,Kolkata,Banglore,0,910,1,13941
Air India,Delhi,Cochin,0,1565,1,13348
Jet Airways,Banglore,Delhi,0,175,0,8016
Jet Airways,Delhi,Cochin,1,330,1,12898
Jet Airways,Banglore,Delhi,0,185,0,7229
SpiceJet,Mumbai,Hyderabad,0,90,0,2017
Jet Airways,Banglore,New Delhi,0,670,1,16736
SpiceJet,Kolkata,Banglore,0,150,0,3873
IndiGo,Delhi,Cochin,0,490,1,6704
Jet Airways,Kolkata,Banglore,1,1495,1,10844
Vistara,Banglore,New Delhi,0,160,0,7450
Jet Airways,Banglore,New Delhi,0,730,1,16736
Jet Airways,Delhi,Cochin,1,1295,1,10262
Air India,Kolkata,Banglore,0,2065,2,10991
SpiceJet,Banglore,Delhi,0,175,0,3311
IndiGo,Delhi,Cochin,0,895,1,7081
IndiGo,Banglore,Delhi,0,180,0,3943
Air India,Delhi,Cochin,0,375,1,8372
Air India,Delhi,Cochin,0,1410,2,11701
Jet Airways,Banglore,Delhi,1,175,0,5769
Multiple carriers,Delhi,Cochin,0,625,2,15965
SpiceJet,Banglore,Delhi,0,170,0,4423
Jet Airways,Banglore,New Delhi,1,280,1,6136
Jet Airways,Banglore,New Delhi,1,365,1,11087
IndiGo,Chennai,Kolkata,0,145,0,3540
Jet Airways,Delhi,Cochin,1,865,1,12898
IndiGo,Banglore,Delhi,0,165,0,4591
Air India,Delhi,Cochin,0,1660,1,8635
Jet Airways,Delhi,Cochin,0,600,1,14714
Jet Airways,Kolkata,Banglore,0,1365,1,14151
Multiple carriers,Delhi,Cochin,0,860,1,8835
Air India,Kolkata,Banglore,0,925,1,11936
Jet Airways,Delhi,Cochin,0,900,2,13882
Air India,Delhi,Cochin,0,965,1,5117
Jet Airways,Banglore,Delhi,1,175,0,4544
IndiGo,Delhi,Cochin,0,940,1,6442
Air India,Delhi,Cochin,0,1275,2,10441
IndiGo,Mumbai,Hyderabad,0,95,0,2227
Jet Airways,Banglore,Delhi,0,165,0,7229
Jet Airways,Delhi,Cochin,1,360,1,10262
Jet Airways,Banglore,New Delhi,0,800,1,13817
SpiceJet,Delhi,Cochin,0,295,1,5975
IndiGo,Kolkata,Banglore,0,160,0,4148
Multiple carriers,Delhi,Cochin,0,570,1,13587
Jet Airways,Mumbai,Hyderabad,1,80,0,2759
Jet Airways,Banglore,Delhi,0,180,0,7229
Air India,Delhi,Cochin,0,1475,2,13547
SpiceJet,Kolkata,Banglore,0,155,0,3873
Jet Airways,Kolkata,Banglore,0,730,1,14388
Jet Airways,Kolkata,Banglore,0,910,1,13731
SpiceJet,Kolkata,Banglore,1,160,0,3815
Jet Airways,Mumbai,Hyderabad,0,90,0,5678
Jet Airways,Kolkata,Banglore,1,1495,1,9663
GoAir,Kolkata,Banglore,0,455,1,8855
Jet Airways,Delhi,Cochin,0,1125,2,15129
Jet Airways,Banglore,New Delhi,0,365,1,13555
Jet Airways,Kolkata,Banglore,1,665,1,10844
Jet Airways,Banglore,New Delhi,1,580,1,7832
Jet Airways,Delhi,Cochin,1,810,2,11150
Vistara,Kolkata,Banglore,0,865,1,8452
Multiple carriers,Delhi,Cochin,0,385,1,9646
IndiGo,Banglore,Delhi,0,170,0,3943
GoAir,Delhi,Cochin,0,355,1,5281
Air India,Delhi,Cochin,0,865,2,14667
Jet Airways,Kolkata,Banglore,0,800,1,14571
Jet Airways,Banglore,New Delhi,1,390,1,28097
Jet Airways,Banglore,New Delhi,0,1355,1,17471
Jet Airways,Delhi,Cochin,1,660,1,10577
Multiple carriers,Delhi,Cochin,0,465,1,14848
IndiGo,Banglore,Delhi,0,170,0,4591
IndiGo,Chennai,Kolkata,0,140,0,3597
IndiGo,Delhi,Cochin,0,380,1,6938
Air Asia,Kolkata,Banglore,0,150,0,3807
Jet Airways,Delhi,Cochin,1,600,1,10262
Air India,Kolkata,Banglore,0,725,2,11432
Jet Airways,Banglore,New Delhi,0,160,0,7229
Multiple carriers,Delhi,Cochin,0,465,1,14848
Jet Airways,Kolkata,Banglore,1,1025,1,8586
Multiple carriers,Delhi,Cochin,0,520,1,6106
SpiceJet,Kolkata,Banglore,0,140,0,3873
Jet Airways,Delhi,Cochin,1,440,2,15812
Jet Airways,Kolkata,Banglore,0,1080,1,12121
Jet Airways,Kolkata,Banglore,1,800,1,8586
Multiple carriers,Delhi,Cochin,0,705,1,7354
IndiGo,Kolkata,Banglore,0,160,0,4778
IndiGo,Delhi,Cochin,0,750,1,6838
Multiple carriers,Delhi,Cochin,0,755,1,10276
Jet Airways,Banglore,Delhi,0,180,0,8016
Air India,Banglore,New Delhi,0,615,1,4943
IndiGo,Banglore,Delhi,0,170,0,4823
Jet Airways,Kolkata,Banglore,0,475,1,12996
Air India,Delhi,Cochin,0,615,1,9929
Multiple carriers,Delhi,Cochin,0,930,1,9508
Air India,Delhi,Cochin,0,185,0,5674
IndiGo,Chennai,Kolkata,0,145,0,3858
IndiGo,Kolkata,Banglore,0,155,0,4804
Multiple carriers,Delhi,Cochin,0,690,1,13377
Jet Airways,Delhi,Cochin,1,805,1,12898
Air Asia,Kolkata,Banglore,0,155,0,4409
Air Asia,Delhi,Cochin,0,870,1,8759
Air India,Banglore,New Delhi,0,1405,1,10394
IndiGo,Chennai,Kolkata,0,145,0,3858
Air Asia,Delhi,Cochin,0,330,1,6253
Jet Airways,Delhi,Cochin,0,1045,2,15129
GoAir,Kolkata,Banglore,0,470,1,4773
Jet Airways,Kolkata,Banglore,1,1610,1,9663
Jet Airways,Kolkata,Banglore,0,1005,1,12692
IndiGo,Banglore,Delhi,0,165,0,3943
Jet Airways,Kolkata,Banglore,1,1685,1,10703
IndiGo,Delhi,Cochin,0,860,1,8784
Multiple carriers,Delhi,Cochin,0,585,1,11622
IndiGo,Chennai,Kolkata,0,140,0,5277
Air Asia,Delhi,Cochin,0,865,1,8327
IndiGo,Delhi,Cochin,0,195,0,6885
Jet Airways,Banglore,Delhi,0,180,0,8016
IndiGo,Delhi,Cochin,0,305,1,10112
IndiGo,Delhi,Cochin,0,485,1,14871
Jet Airways,Delhi,Cochin,1,600,1,10262
Jet Airways,Mumbai,Hyderabad,1,90,0,2470
Air India,Delhi,Cochin,0,1210,2,11622
Vistara,Kolkata,Banglore,0,865,1,8662
Air India,Delhi,Cochin,0,1560,2,11972
Jet Airways,Delhi,Cochin,1,1140,2,11992
Jet Airways,Delhi,Cochin,1,1105,1,12373
Multiple carriers,Delhi,Cochin,0,930,1,7198
Jet Airways,Delhi,Cochin,0,330,1,14714
IndiGo,Delhi,Cochin,0,570,1,6316
Air India,Delhi,Cochin,0,875,1,5998
Jet Airways,Kolkata,Banglore,0,1285,1,13044
Multiple carriers,Delhi,Cochin,0,565,1,9646
Air Asia,Delhi,Cochin,0,865,1,6451
GoAir,Delhi,Cochin,0,355,1,5281
Jet Airways,Mumbai,Hyderabad,1,90,0,2228
IndiGo,Banglore,Delhi,0,165,0,3943
Air India,Delhi,Cochin,0,1245,2,11753
Jet Airways,Delhi,Cochin,0,810,2,12819
Jet Airways,Delhi,Cochin,1,1735,2,8728
SpiceJet,Delhi,Cochin,0,270,1,4812
Jet Airways,Kolkata,Banglore,0,1745,1,14151
Vistara,Kolkata,Banglore,0,765,1,8452
IndiGo,Kolkata,Banglore,0,305,1,6762
Jet Airways,Banglore,New Delhi,0,1100,1,13817
Jet Airways,Delhi,Cochin,1,1355,1,12898
IndiGo,Kolkata,Banglore,0,265,1,3480
Jet Airways,Banglore,New Delhi,1,580,1,27992
Jet Airways,Delhi,Cochin,1,600,2,7791
Air India,Delhi,Cochin,0,1010,1,5704
IndiGo,Kolkata,Banglore,0,340,1,5268
GoAir,Banglore,Delhi,0,170,0,3898
SpiceJet,Kolkata,Banglore,0,150,0,3847
Multiple carriers,Delhi,Cochin,0,690,1,10877
Multiple carriers,Delhi,Cochin,0,630,1,8371
Multiple carriers,Delhi,Cochin,0,920,1,7038
Jet Airways,Kolkata,Banglore,0,590,1,14571
Jet Airways,Kolkata,Banglore,1,800,1,11841
Jet Airways,Delhi,Cochin,0,1390,2,15129
SpiceJet,Kolkata,Banglore,1,140,0,3841
Jet Airways,Delhi,Cochin,1,1505,1,10262
Air India,Kolkata,Banglore,0,155,0,4460
IndiGo,Banglore,New Delhi,0,175,0,7648
Vistara,Kolkata,Banglore,0,790,1,8610
IndiGo,Chennai,Kolkata,0,140,0,3597
IndiGo,Delhi,Cochin,0,515,1,6442
IndiGo,Delhi,Cochin,0,860,1,12351
Multiple carriers,Delhi,Cochin,0,480,1,14067
IndiGo,Banglore,Delhi,0,170,0,4823
Vistara,Kolkata,Banglore,0,1750,1,12102
Jet Airways,Mumbai,Hyderabad,0,85,0,8040
IndiGo,Banglore,New Delhi,0,175,0,7648
IndiGo,Delhi,Cochin,0,325,1,6582
Vistara,Banglore,Delhi,0,170,0,4668
IndiGo,Banglore,Delhi,0,170,0,4823
SpiceJet,Kolkata,Banglore,0,140,0,3873
Multiple carriers,Delhi,Cochin,0,535,1,8476
IndiGo,Delhi,Cochin,0,315,1,5636
Jet Airways,Kolkata,Banglore,1,685,1,8586
IndiGo,Banglore,Delhi,0,175,0,4823
Air India,Delhi,Cochin,0,170,0,6881
Jet Airways,Kolkata,Banglore,1,510,1,10844
IndiGo,Kolkata,Banglore,0,220,1,4226
Jet Airways,Delhi,Cochin,1,1425,1,12373
Air India,Kolkata,Banglore,0,810,2,10697
Jet Airways,Mumbai,Hyderabad,1,90,0,4995
Air India,Delhi,Cochin,0,1595,2,9443
Jet Airways,Delhi,Cochin,1,1375,2,13029
Jet Airways,Delhi,Cochin,0,2040,2,12347
Multiple carriers,Delhi,Cochin,0,480,1,7408
Jet Airways,Kolkata,Banglore,1,865,1,7064
Jet Airways,Delhi,Cochin,1,925,1,13843
IndiGo,Kolkata,Banglore,0,155,0,4174
Multiple carriers,Delhi,Cochin,0,565,3,16294
SpiceJet,Kolkata,Banglore,1,155,0,3841
IndiGo,Banglore,Delhi,0,170,0,4423
Air India,Delhi,Cochin,0,170,0,5201
Air India,Banglore,New Delhi,0,1705,2,12599
IndiGo,Mumbai,Hyderabad,0,90,0,4049
Air India,Kolkata,Banglore,0,1505,2,12797
Jet Airways,Kolkata,Banglore,0,870,1,13067
Vistara,Kolkata,Banglore,0,1350,1,9345
IndiGo,Delhi,Cochin,0,425,1,6818
Jet Airways,Mumbai,Hyderabad,0,90,0,8040
Jet Airways,Delhi,Cochin,0,1095,2,14300
Multiple carriers,Delhi,Cochin,0,435,1,13727
Jet Airways,Banglore,New Delhi,1,1050,1,7832
Multiple carriers,Delhi,Cochin,0,535,1,16259
IndiGo,Banglore,Delhi,0,170,0,4823
Jet Airways,Banglore,New Delhi,0,1235,1,16736
Air India,Kolkata,Banglore,0,1200,2,13217
Multiple carriers,Delhi,Cochin,0,490,1,6637
Jet Airways,Kolkata,Banglore,1,1025,1,10844
Multiple carriers,Delhi,Cochin,1,555,1,8401
SpiceJet,Kolkata,Banglore,0,145,0,3873
Jet Airways,Delhi,Cochin,1,505,2,12410
Jet Airways,Delhi,Cochin,0,810,2,15129
IndiGo,Banglore,Delhi,0,170,0,4423
Jet Airways,Delhi,Cochin,0,360,1,16079
Air India,Kolkata,Banglore,0,1105,2,15894
Multiple carriers,Delhi,Cochin,0,845,1,9103
Air India,Delhi,Cochin,0,1350,1,8991
Air India,Kolkata,Banglore,0,1530,2,7893
IndiGo,Mumbai,Hyderabad,0,90,0,4575
SpiceJet,Kolkata,Banglore,0,145,0,3873
Jet Airways,Banglore,New Delhi,1,935,1,7832
IndiGo,Chennai,Kolkata,0,140,0,3597
Jet Airways,Kolkata,Banglore,0,1575,1,13759
Jet Airways,Banglore,Delhi,0,185,0,7229
SpiceJet,Kolkata,Banglore,0,155,0,3873
Multiple carriers,Delhi,Cochin,0,780,1,9794
Air India,Delhi,Cochin,0,1125,1,6681
IndiGo,Banglore,Delhi,0,180,0,4423
Jet Airways,Kolkata,Banglore,1,685,1,10844
IndiGo,Delhi,Cochin,0,705,1,7258
Jet Airways,Mumbai,Hyderabad,1,90,0,4995
Jet Airways,Delhi,Cochin,0,1325,1,14924
Vistara,Banglore,New Delhi,0,1665,1,6590
Jet Airways,Delhi,Cochin,1,940,1,10262
SpiceJet,Kolkata,Banglore,0,150,0,5515
Jet Airways,Delhi,Cochin,1,1475,2,6643
IndiGo,Mumbai,Hyderabad,0,90,0,2754
IndiGo,Delhi,Cochin,0,310,1,6493
IndiGo,Kolkata,Banglore,0,325,1,6218
Air India,Delhi,Cochin,0,800,2,10861
IndiGo,Delhi,Cochin,0,515,1,7094
SpiceJet,Mumbai,Hyderabad,0,85,0,2227
Jet Airways,Banglore,Delhi,1,180,0,4544
Air India,Banglore,New Delhi,0,630,2,7664
Jet Airways,Banglore,Delhi,0,180,0,8016
Air Asia,Kolkata,Banglore,0,150,0,3807
Air India,Delhi,Cochin,0,725,2,12698
Jet Airways,Kolkata,Banglore,1,1330,1,8586
Jet Airways,Kolkata,Banglore,1,1330,1,7064
IndiGo,Delhi,Cochin,0,195,0,5601
SpiceJet,Delhi,Cochin,0,380,1,7317
Air India,Kolkata,Banglore,0,1470,3,12797
IndiGo,Kolkata,Banglore,0,255,1,4226
Jet Airways,Kolkata,Banglore,0,395,1,14151
IndiGo,Delhi,Cochin,0,890,1,6628
IndiGo,Banglore,New Delhi,0,170,0,8033
Multiple carriers,Delhi,Cochin,0,505,1,11200
IndiGo,Kolkata,Banglore,0,155,0,4804
Air Asia,Kolkata,Banglore,0,720,1,5192
Jet Airways,Delhi,Cochin,0,1125,2,13014
Jet Airways,Kolkata,Banglore,1,1525,1,10844
Multiple carriers,Delhi,Cochin,0,510,1,15603
GoAir,Banglore,Delhi,0,175,0,4239
Jet Airways,Kolkata,Banglore,0,1200,1,13044
Jet Airways,Delhi,Cochin,1,1485,1,12898
SpiceJet,Kolkata,Banglore,0,520,1,6013
Jet Airways,Kolkata,Banglore,0,365,1,14781
Jet Airways,Delhi,Cochin,0,655,1,12557
Multiple carriers,Delhi,Cochin,0,845,1,13875
Jet Airways,Delhi,Cochin,1,1130,2,11507
Air India,Kolkata,Banglore,0,150,0,5510
GoAir,Kolkata,Banglore,0,460,1,10198
Jet Airways,Kolkata,Banglore,0,435,1,8355
Jet Airways,Banglore,Delhi,0,185,0,8016
IndiGo,Delhi,Cochin,0,625,1,6314
Air India,Delhi,Cochin,0,170,0,5831
Jet Airways,Delhi,Cochin,1,550,1,10262
Multiple carriers,Delhi,Cochin,1,700,1,15136
Jet Airways,Banglore,New Delhi,1,830,1,7832
SpiceJet,Chennai,Kolkata,0,135,0,3859
IndiGo,Kolkata,Banglore,0,150,0,4174
Jet Airways,Banglore,New Delhi,0,340,1,19225
IndiGo,Delhi,Cochin,0,975,1,10518
IndiGo,Banglore,Delhi,0,175,0,4823
Air India,Banglore,New Delhi,0,165,0,7276
Multiple carriers,Delhi,Cochin,0,540,1,12192
Air Asia,Delhi,Cochin,0,865,1,11410
Air India,Kolkata,Banglore,0,920,2,13033
Jet Airways,Banglore,New Delhi,0,570,1,26890
IndiGo,Kolkata,Banglore,0,150,0,4804
Jet Airways,Kolkata,Banglore,1,1550,1,10844
Air India,Delhi,Cochin,0,1820,2,12436
IndiGo,Banglore,Delhi,0,175,0,4823
IndiGo,Mumbai,Hyderabad,0,90,0,2227
Jet Airways,Delhi,Cochin,1,940,1,10262
Jet Airways,Delhi,Cochin,0,1225,1,17024
Jet Airways,Delhi,Cochin,1,1325,2,9296
Air India,Delhi,Cochin,0,185,0,6094
Jet Airways,Kolkata,Banglore,1,1215,1,8586
Jet Airways,Delhi,Cochin,1,1300,2,10919
GoAir,Kolkata,Banglore,0,455,1,9495
Jet Airways,Delhi,Cochin,0,395,1,14714
Air India,Delhi,Cochin,0,180,0,5201
Air India,Delhi,Cochin,0,1420,2,7090
IndiGo,Mumbai,Hyderabad,0,90,0,4575
Multiple carriers,Delhi,Cochin,0,545,1,9646
IndiGo,Delhi,Cochin,0,325,1,5636
Multiple carriers,Delhi,Cochin,0,545,1,9646
Jet Airways,Mumbai,Hyderabad,1,90,0,4050
Jet Airways,Delhi,Cochin,0,1270,1,14714
IndiGo,Kolkata,Banglore,0,150,0,4804
Jet Airways,Delhi,Cochin,1,1485,1,10577
GoAir,Banglore,Delhi,0,165,0,3898
Jet Airways,Kolkata,Banglore,0,960,1,14571
Jet Airways,Delhi,Cochin,1,1300,2,10919
Jet Airways,Banglore,Delhi,0,165,0,8016
IndiGo,Delhi,Cochin,0,425,1,6287
Air India,Kolkata,Banglore,0,905,1,8366
Jet Airways,Delhi,Cochin,1,440,1,15400
Vistara,Banglore,New Delhi,0,160,0,8553
SpiceJet,Kolkata,Banglore,1,155,0,3841
Air India,Delhi,Cochin,0,1545,2,10021
SpiceJet,Chennai,Kolkata,0,140,0,3597
IndiGo,Chennai,Kolkata,0,145,0,4332
GoAir,Banglore,Delhi,0,165,0,3898
Jet Airways,Mumbai,Hyderabad,0,1665,2,21375
Vistara,Kolkata,Banglore,0,975,1,8610
